Designator,Mid X,Mid Y,Rotation,Layer
C1,246.6,-81.7,270.0,top
C2,246.6,-74.525,90.0,top
R1,246.475,-89.725,270.0,top
R2,246.475,-86.275,90.0,top
R4,248.45,-74.15,90.0,top
R6,248.8,-68.8,90.0,top
R7,246.8,-68.8,270.0,top
U1,247.3,-78.1,270.0,top
