Designator,Mid X,Mid Y,Rotation,Layer
R1,25.8,-4.0,90.0,top
R2,23.1,-4.0,270.0,top
R3,26.6,12.6,90.0,top
R4,24.6,12.6,90.0,top
R5,25.7,17.2,180.0,top
U2,24.5,4.4,270.0,top
