Designator,Mid X,Mid Y,Rotation,Layer
C1,-1.828,5.227,270.0,top
C2,-1.828,13.355,90.0,top
R1,-1.701,-4.489,180.0,top
R2,-0.05,-1.25,90.0,top
R4,-2.717,16.657,180.0,top
R6,-0.05,22.499,90.0,top
R7,-1.701,25.674,180.0,top
U1,-0.685,9.291,270.0,top
